species,photo_id,url,license,author,author_login,observed_on,source_page,attribution,sha256
Gomphosus varius,61459873,https://inaturalist-open-data.s3.amazonaws.com/photos/61459873/medium.jpeg,CC-BY 4.0,nmoorhatch,nmoorhatch,2009-07-09,https://www.inaturalist.org/observations/38651050,"© nmoorhatch, some rights reserved (CC-BY)",4517a3c8ca686b54e6b8198673f3229c94bd4d4a9803f1952c872bd961288dee
Gomphosus varius,444165909,https://inaturalist-open-data.s3.amazonaws.com/photos/444165909/medium.png,CC-BY 4.0,Jason Grant,jasonrgrant,2024-10-17,https://www.inaturalist.org/observations/248567768,"© Jason Grant, some rights reserved (CC-BY)",26a751f01156ece747e1cfa8458fb1807895ca19ce7d3fe4e8913a938251abf0
Gomphosus varius,435086509,https://inaturalist-open-data.s3.amazonaws.com/photos/435086509/medium.jpeg,CC-BY 4.0,Alison Copeland,bda_biodiversity,2024-09-21,https://www.inaturalist.org/observations/243953708,"© Alison Copeland, some rights reserved (CC-BY)",9bf6c57df65b09f027d25d076590a8a526ec1644525dda4f01cdcb21afb45dfa
Gomphosus varius,435086627,https://inaturalist-open-data.s3.amazonaws.com/photos/435086627/medium.jpeg,CC-BY 4.0,Alison Copeland,bda_biodiversity,2024-09-21,https://www.inaturalist.org/observations/243953708,"© Alison Copeland, some rights reserved (CC-BY)",6ac3ba67e1afd6efb6f74a4033a034ffa429918276c595839bf9efd42fe615d3
Gomphosus varius,435086629,https://inaturalist-open-data.s3.amazonaws.com/photos/435086629/medium.jpeg,CC-BY 4.0,Alison Copeland,bda_biodiversity,2024-09-21,https://www.inaturalist.org/observations/243953708,"© Alison Copeland, some rights reserved (CC-BY)",fb3762a5e83e549d003a714bfa6b815585f1c324cda114e5c49a881e9fb5d5fe
Gomphosus varius,185015915,https://inaturalist-open-data.s3.amazonaws.com/photos/185015915/medium.png,CC-BY 4.0,Tim,twan3253,2021-10-09,https://www.inaturalist.org/observations/109743676,"© Tim, some rights reserved (CC-BY)",a61947d2a7ff4e87ff3efe7b0727844554944e39797eac75ea15606edbbcf415
Gomphosus varius,351874765,https://inaturalist-open-data.s3.amazonaws.com/photos/351874765/medium.jpeg,CC-BY 4.0,libby hepburn,libbyhepburn,2024-02-16,https://www.inaturalist.org/observations/199524876,"© libby hepburn, some rights reserved (CC-BY)",137b69c92f91cfb7f4d369c243ef77b0cd580cd3f71fc368870acb49a6b555b1
Gomphosus varius,345768085,https://inaturalist-open-data.s3.amazonaws.com/photos/345768085/medium.jpg,CC-BY 4.0,Debra Baker,quokka2,2023-12-31,https://www.inaturalist.org/observations/196412513,"© Debra Baker, some rights reserved (CC-BY)",c00051dd62672c74947290d63e04312d9427bfde9e647deeab5b736866155506
Gomphosus varius,261904144,https://inaturalist-open-data.s3.amazonaws.com/photos/261904144/medium.jpg,CC-BY 4.0,Tyler Ekholm,chickenparmesan24,2022-03-13,https://www.inaturalist.org/observations/151764426,"© Tyler Ekholm, some rights reserved (CC-BY)",b0261711ab8b126ffb8c06b8ef6f27a90bf48a419bb33f27771ed46b6b976140
Gomphosus varius,287703267,https://inaturalist-open-data.s3.amazonaws.com/photos/287703267/medium.jpg,CC-BY 4.0,Susan Prior,susanprior,2023-05-28,https://www.inaturalist.org/observations/166160511,"© Susan Prior, some rights reserved (CC-BY)",90910ff65c2061f3553dc10441883fc38d12195d6f07ec0c879d6a4ba7e2fe9e
