species,photo_id,url,license,author,author_login,observed_on,source_page,attribution,sha256
Amphiprion bicinctus,335163493,https://inaturalist-open-data.s3.amazonaws.com/photos/335163493/medium.jpeg,CC-BY 4.0,Gergely Nigg,naturebynigg,2023-11-09,https://www.inaturalist.org/observations/191102962,"© Gergely Nigg, some rights reserved (CC-BY)",6a2a825b27fb195304055402c930a4f53bf954b623d9f767e385da92b84b8cf8
Amphiprion bicinctus,335163425,https://inaturalist-open-data.s3.amazonaws.com/photos/335163425/medium.jpeg,CC-BY 4.0,Gergely Nigg,naturebynigg,2023-11-09,https://www.inaturalist.org/observations/191102962,"© Gergely Nigg, some rights reserved (CC-BY)",ded6830c980d553f670353af8d7def82697557936bff19f54c8b84aedcab44e3
Amphiprion bicinctus,335163384,https://inaturalist-open-data.s3.amazonaws.com/photos/335163384/medium.jpeg,CC-BY 4.0,Gergely Nigg,naturebynigg,2023-11-09,https://www.inaturalist.org/observations/191102962,"© Gergely Nigg, some rights reserved (CC-BY)",9be887cf8f9b25711ad676460708f97123b8ff26df9e4e6cc1fc710d6ea64580
Amphiprion bicinctus,335163382,https://inaturalist-open-data.s3.amazonaws.com/photos/335163382/medium.jpeg,CC-BY 4.0,Gergely Nigg,naturebynigg,2023-11-09,https://www.inaturalist.org/observations/191102962,"© Gergely Nigg, some rights reserved (CC-BY)",920dcd75353fa3517d2e728618ce8b71d2f0f84131a106cfcb6031a83dae1f52
Amphiprion bicinctus,335163619,https://inaturalist-open-data.s3.amazonaws.com/photos/335163619/medium.jpeg,CC-BY 4.0,Gergely Nigg,naturebynigg,2023-11-09,https://www.inaturalist.org/observations/191102962,"© Gergely Nigg, some rights reserved (CC-BY)",bb9686491dc3cc5a3b1ad5c36a45141102707348787916ee27f9ed66ce9f2f21
Amphiprion bicinctus,283189232,https://inaturalist-open-data.s3.amazonaws.com/photos/283189232/medium.jpg,CC-BY 4.0,Julien Renoult,jujurenoult,2023-05-17,https://www.inaturalist.org/observations/163717994,"© Julien Renoult, some rights reserved (CC-BY)",c16dd1b7e3630759dbd499abb80109bda3501e9ee2805409be7ed6e02ef1262e
Amphiprion bicinctus,540368931,https://inaturalist-open-data.s3.amazonaws.com/photos/540368931/medium.jpg,CC-BY 4.0,Selim Türeli,selimtureli,2025-07-21,https://www.inaturalist.org/observations/299928143,"© Selim Türeli, some rights reserved (CC-BY)",677213be31c41eb256eb1ad60e397161b0de3c1226524d45047dd1173f002826
Amphiprion bicinctus,540368980,https://inaturalist-open-data.s3.amazonaws.com/photos/540368980/medium.jpg,CC-BY 4.0,Selim Türeli,selimtureli,2025-07-21,https://www.inaturalist.org/observations/299928143,"© Selim Türeli, some rights reserved (CC-BY)",75e776a93ece1018d2496b1084f6da48ec1e936503d3b7e466a2d3ef85f292d6
Amphiprion bicinctus,251824556,https://inaturalist-open-data.s3.amazonaws.com/photos/251824556/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2007-08-08,https://www.inaturalist.org/observations/146469838,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",551d613a9c6b1ad1191d23fe1b7d99d228e56d57f6efa45298bd798de44aef9b
Amphiprion bicinctus,251824785,https://inaturalist-open-data.s3.amazonaws.com/photos/251824785/medium.jpg,CC-BY 4.0,Pauline Walsh Jacobson,coralreefdreams,2007-08-08,https://www.inaturalist.org/observations/146469838,"© Pauline Walsh Jacobson, some rights reserved (CC-BY)",12595dc23e15b922f48277aa4dca0748c366394a38889e7a900797ec1d84dabf
Amphiprion bicinctus,119528081,https://inaturalist-open-data.s3.amazonaws.com/photos/119528081/medium.jpg,CC-BY 4.0,Grete Pasch,gpasch,2012-10-12,https://www.inaturalist.org/observations/73230317,"© Grete Pasch, some rights reserved (CC-BY)",7b2b05c260a7161373ce4aed73416e64b2a08d147398337c76fde2e9cf0101ee
