species,photo_id,url,license,author,author_login,observed_on,source_page,attribution,sha256
Cyprinus carpio,125892310,https://inaturalist-open-data.s3.amazonaws.com/photos/125892310/medium.jpg,CC-BY 4.0,WATANABE Hitoshi 渡辺仁,tbc_watanabe,2021-05-03,https://www.inaturalist.org/observations/76983420,"© WATANABE Hitoshi 渡辺仁, some rights reserved (CC-BY)",81c4aa55e3354dd1c692fe282775a725dca3d491e86b1ed557cf036bdcde1705
Cyprinus carpio,308439056,https://inaturalist-open-data.s3.amazonaws.com/photos/308439056/medium.jpeg,CC-BY 4.0,Carlos Domínguez-Rodríguez,blakesito,2023-08-04,https://www.inaturalist.org/observations/177350264,"© Carlos Domínguez-Rodríguez, some rights reserved (CC-BY)",379829cdd4353cbf3463fabad9baaac85ab011a30b703737c86209caa7403495
Cyprinus carpio,577120361,https://inaturalist-open-data.s3.amazonaws.com/photos/577120361/medium.jpg,CC-BY 4.0,Robert Roach,broacher,2025-10-06,https://www.inaturalist.org/observations/319274457,"© Robert Roach, some rights reserved (CC-BY)",f8d4a4f4e137c8b3e17b0299dab72b3083b57cd737a61ec5a0d95dc43e71d484
Cyprinus carpio,399346142,https://inaturalist-open-data.s3.amazonaws.com/photos/399346142/medium.jpeg,CC-BY 4.0,Thierry Helminger,thierryh,2024-06-25,https://www.inaturalist.org/observations/225253645,"© Thierry Helminger, some rights reserved (CC-BY)",f598577035b9a4f91ab5cfccf4a4862b7d12ac9d10f2a74f4efa8aeee001cef1
Cyprinus carpio,560031924,https://inaturalist-open-data.s3.amazonaws.com/photos/560031924/medium.jpg,CC-BY 4.0,frangp,frangp,2025-08-30,https://www.inaturalist.org/observations/310312020,"© frangp, some rights reserved (CC-BY)",436543beb3834b37faec2cf38cc0b200b4703916539bf3aa18c96406b90722ce
Cyprinus carpio,116220027,https://inaturalist-open-data.s3.amazonaws.com/photos/116220027/medium.jpeg,CC-BY 4.0,Mohammad Amin Ghaffari,amin_ghaffari,2017-02-10,https://www.inaturalist.org/observations/71387124,"© Mohammad Amin Ghaffari, some rights reserved (CC-BY)",575101d06f1edc7284793d58586621a23e0eb09a14b1b97d421c477619633954
Cyprinus carpio,695509696,https://inaturalist-open-data.s3.amazonaws.com/photos/695509696/medium.jpg,CC-BY 4.0,Aiva Noringseth,aiva,2026-07-10,https://www.inaturalist.org/observations/380178361,"© Aiva Noringseth, some rights reserved (CC-BY)",c488172b62796cc332e2aa13dd5b692b1a5413f02f2f38ce5e95e0e627381225
Cyprinus carpio,611898038,https://inaturalist-open-data.s3.amazonaws.com/photos/611898038/medium.jpg,CC-BY 4.0,Kai Löhr,kai_pirinha,2021-09-11,https://www.inaturalist.org/observations/336691901,"© Kai Löhr, some rights reserved (CC-BY)",803a3c73ebb17654409d8beffee892128891c1f49da0923e6f6873e01c1bce20
Cyprinus carpio,659145564,https://inaturalist-open-data.s3.amazonaws.com/photos/659145564/medium.jpg,CC-BY 4.0,Irina Mitine,irinamitine,2026-05-12,https://www.inaturalist.org/observations/361187214,"© Irina Mitine, some rights reserved (CC-BY)",4e692bc9e84f2abcc48676690d5d8ba83eb568fa34756ce3de20c30100de8da4
Cyprinus carpio,659145520,https://inaturalist-open-data.s3.amazonaws.com/photos/659145520/medium.jpg,CC-BY 4.0,Irina Mitine,irinamitine,2026-05-12,https://www.inaturalist.org/observations/361187214,"© Irina Mitine, some rights reserved (CC-BY)",ac0d8b14838d3be6a0b7ea8737c618ca3c45088071ac8859772cd82eb7618712
Cyprinus carpio,639972494,https://inaturalist-open-data.s3.amazonaws.com/photos/639972494/medium.jpg,CC-BY 4.0,Naturalista,avonensis,2026-02-10,https://www.inaturalist.org/observations/350728514,"© Naturalista, some rights reserved (CC-BY)",377ac07ca831ee03c4b5f44fe809a3b2d331a05d0fdbaf8fa605aa082ff73df9
Cyprinus carpio,639972495,https://inaturalist-open-data.s3.amazonaws.com/photos/639972495/medium.jpg,CC-BY 4.0,Naturalista,avonensis,2026-02-10,https://www.inaturalist.org/observations/350728514,"© Naturalista, some rights reserved (CC-BY)",8c4978c76c927c8ac7d437dbc5c9966f36b5d328e3926f2143518b240fe02ac6
Cyprinus carpio,425346157,https://inaturalist-open-data.s3.amazonaws.com/photos/425346157/medium.jpeg,CC-BY 4.0,Loïc Mathieu,frontyardscientist,2024-08-30,https://www.inaturalist.org/observations/238876041,"© Loïc Mathieu, some rights reserved (CC-BY)",83641d79f30623160be08e47d48b6570644a667b8ee441910de8160088e3152e
Cyprinus carpio,425346180,https://inaturalist-open-data.s3.amazonaws.com/photos/425346180/medium.jpeg,CC-BY 4.0,Loïc Mathieu,frontyardscientist,2024-08-30,https://www.inaturalist.org/observations/238876041,"© Loïc Mathieu, some rights reserved (CC-BY)",933eb091ff2ad65bc39d7d646f802d035b479f38afe813de2e57363164916f05
Cyprinus carpio,261943888,https://inaturalist-open-data.s3.amazonaws.com/photos/261943888/medium.jpeg,CC-BY 4.0,Carlos Domínguez-Rodríguez,blakesito,2023-03-19,https://www.inaturalist.org/observations/151786217,"© Carlos Domínguez-Rodríguez, some rights reserved (CC-BY)",a4d0e9077a3d73559baf17df295b03bfaa4ae5e0bc473a6c734ea82219106894
Cyprinus carpio,261943957,https://inaturalist-open-data.s3.amazonaws.com/photos/261943957/medium.jpeg,CC-BY 4.0,Carlos Domínguez-Rodríguez,blakesito,2023-03-19,https://www.inaturalist.org/observations/151786217,"© Carlos Domínguez-Rodríguez, some rights reserved (CC-BY)",c783c0dd8762da197cd6a165297567c272b163f94744ca649d1b2de2ff4b74a9
